objectid,name,average,avgweight,boardgamecategory,boardgamemechanic
173336,Million Club,6.01732,2.5,"['Economic', 'Industry / Manufacturing', 'Negotiation']","['Action Queue', 'Card Drafting', 'Set Collection', 'Worker Placement']"
262141,Dungeon Brawler,7.07895,1.8333,"['Card Game', 'Fantasy']","['Cooperative Game', 'Deck', 'Hand Management', 'Variable Player Powers']"
90855,Scavengers,6.12706,1.7,"['Animals', 'Card Game']",['Hand Management']
194231,Poker Assault,6.27857,2,"['Bluffing', 'Card Game']","['Bluffing', 'Card Game']"
35254,Monopoly  Indiana Jones,6.06833,1.5714,"['Economic', 'Movies / TV / Radio theme', 'Negotiation']","['Auction/Bidding', 'Player Elimination', 'Roll / Spin and Move', 'Set Collection', 'Trading']"
2826,Jackpot Yahtzee,5.9775,1.1429,['Dice'],"['Dice Rolling', 'Tile Placement']"
9759,Outta Control,6.77273,1,"['Memory', 'Party Game', 'Real-time']","['Betting and Bluffing', 'Memory', 'Roll / Spin and Move']"
99062,Famous Divisions  Grossdeutschland Panzer,6.57222,2.5714,"['Wargame', 'World War II']",['Hexagon Grid']
205496,PaiMiahhh,6.50324,2,"['Abstract Strategy', 'Card Game']","['Hand Management', 'Trick-taking']"
144874,Trailer Park Boys Board Game,7.02683,1.5,"['Dice', 'Economic', 'Humor', 'Mature / Adult', 'Negotiation']","['Dice Rolling', 'Pick-up and Deliver', 'Roll / Spin and Move']"
18791,Star Wars  Attack of the Clones Card Game,5.70762,1.2143,"['Card Game', 'Movies / TV / Radio theme', 'Science Fiction']","['Push Your Luck', 'Set Collection']"
253862,Little Monster That Came For Lunch And Stayed For Tea,6.24038,1.5,"['Card Game', 'Racing']","['Hand Management', 'Take That', 'Variable Player Powers']"
256151,Veracruz 1631,6.4915,2,['Nautical'],"['Betting and Bluffing', 'Pattern Building']"
203673,Complicated Board Game the Card Game,6.43043,1.5,"['Card Game', 'Humor', 'Print & Play']","['Action Points', 'Cooperative Game', 'Take That', 'Tile Placement', 'Trading']"
37099,Bharg,6.05238,1.7,"['Card Game', 'Print & Play']",['Hand Management']
5668,Mini Mastermind,5.65086,1.8684,"['Abstract Strategy', 'Deduction']","['Abstract Strategy', 'Deduction']"
187834,Come To Fishing Village!,6.09741,2,"['Card Game', 'Economic', 'Farming']",['Cooperative Game']
10906,Beggars and Thieves,6.20036,1.5,"['Card Game', 'Mafia']","['Hand Management', 'Team-Based Game', 'Trick-taking']"
13593,Drive on Damascus,6.52683,2.7143,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Point to Point Movement', 'Simulation']"
803,Dragonhunt,5.75487,2.5652,"['Fantasy', 'Wargame']","['Dice Rolling', 'Hexagon Grid']"
12679,Scottish Highland Whisky Race,6.06767,2,['Racing'],['Pick-up and Deliver']
145586,sQuizz,6.34762,0,['Trivia'],"['Betting and Bluffing', 'Simultaneous Action Selection']"
212883,Tzulan Quest,6.12653,2,"['Adventure', 'Card Game', 'Exploration', 'Maze']","['Hand Management', 'Take That', 'Trading']"
187000,Block Out!,6.23137,1,"['Action / Dexterity', 'Card Game']",['Hand Management']
84017,Football Leader,6.725,2.4,['Sports'],"['Area Movement', 'Hand Management', 'Simulation']"
14137,Party Animals,5.85763,1.1818,"['Animals', 'Card Game', 'Humor', 'Party Game']","['Animals', 'Card Game', 'Humor', 'Party Game']"
271043,UNDO  Blood in the Gutter,5.76842,1.75,"['Adventure', 'Card Game', 'Deduction', 'Murder/Mystery']","['Cooperative Game', 'Storytelling']"
29736,Little Italy,5.68387,1.4286,['Mafia'],"['Area Movement', 'Dice Rolling', 'Roll / Spin and Move']"
30021,Wavre,6.45238,2.625,"['Napoleonic', 'Wargame']",['Hexagon Grid']
186142,Mythomakya,6.36724,1.25,['Mythology'],['Trick-taking']
1632,Shapeshifters,6.01773,1.5714,"['Bluffing', 'Fantasy', 'Fighting', 'Wargame']","['Hexagon Grid', 'Simultaneous Action Selection', 'Variable Player Powers']"
1012,Die Magier,5.79712,1.9,['Fantasy'],"['Roll / Spin and Move', 'Set Collection']"
2354,Scan,6.07937,2,"['Card Game', 'Game System']","['Team-Based Game', 'Trick-taking']"
8363,Turning Point  The Battle of Stalingrad,6.46346,2.5556,"['Dice', 'Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid', 'Simulation']"
248366,Brutality,7.52041,2.25,"['Action / Dexterity', 'Fantasy', 'Fighting', 'Miniatures']","['Deck', 'Grid Movement', 'Hand Management', 'Player Elimination']"
277017,Colourbrain  Disney Edition,6.34878,0,"['Party Game', 'Trivia']","['Simultaneous Action Selection', 'Voting']"
270237,Red Peak,6.31522,0,['Real-time'],"['Cooperative Game', 'Tile Placement']"
16617,The Wilderness Campaign  Lee vs. Grant,6.66757,2.4444,"['American Civil War', 'Wargame']","['Hexagon Grid', 'Simulation']"
5492,Zar,6.68333,1.8,['Card Game'],['Card Game']
35137,Bezzerwizzer Familieudgave,5.99467,1.75,"['Educational', 'Party Game', 'Trivia']",['Betting and Bluffing']
510,Eschnapur,5.69435,2.3529,['Exploration'],"['Auction/Bidding', 'Trading']"
60574,Mausgeflippt,5.89658,1.125,"['Card Game', 'Real-time']","['Card Game', 'Real-time']"
2160,Robots!,6.1931,2.625,"['Science Fiction', 'Wargame']",['Hexagon Grid']
99880,Drop Site,6.23042,1.5714,['Card Game'],"['Hand Management', 'Memory']"
5223,Champs de Bataille II  La bataille de Kadesh,6.76667,2.4444,"['Ancient', 'Wargame']","['Hexagon Grid', 'Simulation']"
94456,Color Stix,6.40625,1.2,"['Childrens Game', 'Real-time']",['Pattern Building']
848,Tip Tap,5.87747,1,"['Party Game', 'Real-time']","['Party Game', 'Real-time']"
256792,The Oregon Trail Game  Journey to Willamette Valley,5.91309,2,['Pressman Toy Corp.'],"['Network and Route Building', 'Pick-up and Deliver', 'Tile Placement']"
216367,Taiwan Monsters Brawl,6.5266,2.25,"['Abstract Strategy', 'Dice', 'Fantasy', 'Mythology']","['Dice Rolling', 'Hand Management', 'Pattern Building', 'Tile Placement', 'Variable Player Powers']"
28596,GridIron Master,6.46489,3,['Sports'],"['Dice Rolling', 'Grid Movement', 'Simulation', 'Variable Player Powers']"
220199,Snappy Dressers,6.1489,1,['Card Game'],['Pattern Recognition']
26795,Day of the Chariot  Kadesh,6.24649,3,"['Ancient', 'Wargame']","['Dice Rolling', 'Hexagon Grid']"
36413,Pressure Point,6.15809,1.1429,"['Party Game', 'Trivia']","['Party Game', 'Trivia']"
89972,15,5.84552,1.2857,"['Card Game', 'Dice']",['Dice Rolling']
7815,Secrets of the Deep,5.90988,1.5,"['Childrens Game', 'Nautical']",['Pick-up and Deliver']
5743,Win Place Show,6.48529,2,['Racing'],"['Betting and Bluffing', 'Hand Management']"
151416,Creative Clash,6.06962,1.6667,"['Card Game', 'Humor']","['Hand Management', 'Take That', 'Variable Player Powers']"
412,Yukon Company,6.20444,3,"['Card Game', 'Economic']","['Commodity Speculation', 'Hand Management']"
9062,Borodino '41,6.23061,3.5714,"['Wargame', 'World War II']","['Dice Rolling', 'Hexagon Grid']"
4971,Viva Espa\u00f1a,6.57692,3,"['Civil War', 'Wargame']",['Hexagon Grid']
17119,Head-to-Head Poker,5.71974,1.6071,"['Bluffing', 'Card Game']","['Betting and Bluffing', 'Dice Rolling', 'Hand Management', 'Set Collection']"
410,D'raf,5.94256,2,['Racing'],['Tile Placement']
93997,Mille et un tr\u00e9sors,6.3,1.2,"['Childrens Game', 'Mythology']",['Tile Placement']
164975,Bloody Sands Dice,7.43437,2,"['Abstract Strategy', 'Card Game', 'Party Game']","['Hand Management', 'Pattern Building']"
4855,Crazy Race,6.09016,1.3333,"['Dice', 'Racing']","['Roll / Spin and Move', 'Variable Player Powers']"
209322,Sabbat Magica,7.3625,4,['Fantasy'],"['Action Queue', 'Betting and Bluffing', 'Variable Player Powers', 'Worker Placement']"
124248,T\u00f3ncc,7.9,2,['Abstract Strategy'],"['Modular Board', 'Simultaneous Action Selection']"
1698,X-Men  Under Siege,5.71165,1.6471,"['Comic Book / Strip', 'Dice', 'Fighting', 'Miniatures', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Variable Player Powers']"
1140,Ballonrennen,5.83889,1.5,"['Aviation / Flight', 'Racing']",['Pick-up and Deliver']
11469,Phalanx,6.33333,2.1667,"['Ancient', 'Wargame']",['Hexagon Grid']
158967,Kaleido,6.21489,2,['Abstract Strategy'],"['Area Majority / Influence', 'Tile Placement']"
173372,Hawken  Real-Time Card Game \u2013 Sharpshooter vs. Bruiser,6.46667,1,"['Card Game', 'Real-time', 'Science Fiction', 'Video Game Theme']","['Campaign / Battle Card Driven', 'Hand Management', 'Simultaneous Action Selection']"
220124,5ive  King's Court,6.32989,1,"['Card Game', 'Medieval']","['Hand Management', 'Player Elimination', 'Set Collection', 'Take That']"
24025,Attacktix Battle Figure Game Marvel Superheroes,6.08732,1.1818,"['Action / Dexterity', 'Collectible Components', 'Comic Book / Strip', 'Miniatures']",['Variable Player Powers']
140675,Enchanted Cupcake Party Game,6.01061,1,"['Childrens Game', 'Movies / TV / Radio theme']",['Set Collection']
89386,Quiz  Iisen Ikima Show !,6.335,1.6,"['Deduction', 'Humor', 'Movies / TV / Radio theme', 'Party Game', 'Trivia', 'Word Game']","['Paper-and-Pencil', 'Simultaneous Action Selection']"
256589,Rallyman  GT,7.43333,2,['Racing'],"['Dice Rolling', 'Different Dice Movement', 'Modular Board', 'Push Your Luck', 'Race', 'Roll / Spin and Move']"
179560,Wo ist bitte Umtata? Die schr\u00e4gen Seiten Europas,6.35117,0,['Trivia'],['Trivia']
156406,The Chronicles of Dragon Wing,6.85,3,['Fantasy'],"['Card Drafting', 'Dice Rolling', 'Hexagon Grid', 'Team-Based Game', 'Variable Player Powers']"
231368,Arboria,6.31667,2,"['Environmental', 'Farming']","['Pattern Building', 'Tile Placement']"
6982,Mission Command Air,5.68084,1.3429,"['Aviation / Flight', 'Modern Warfare', 'Wargame']","['Dice Rolling', 'Hand Management', 'Roll / Spin and Move', 'Simultaneous Action Selection']"
15311,Halli Galli Extreme,5.76753,1.2353,"['Action / Dexterity', 'Animals', 'Humor', 'Memory']","['Acting', 'Memory', 'Pattern Recognition']"
2917,Age of Chivalry,6.14,1.8571,"['Medieval', 'Wargame']",['Hexagon Grid']
218615,Tropico,6.34756,1,['Card Game'],['Memory']
238041,CLUE  The Legend of Zelda,7,0,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Video Game Theme']","['Grid Movement', 'Memory', 'Roll / Spin and Move']"
138127,Night Eternal  The Game,6.04313,1.6667,['Movies / TV / Radio theme'],"['Area Majority / Influence', 'Betting and Bluffing', 'Hand Management']"
3358,Affenraffen,5.89773,1.1429,"['Animals', 'Childrens Game', 'Memory']",['Set Collection']
171543,Pronto,6.20417,0,['Word Game'],['Move Through Deck']
220541,Museum Heist,6.13113,0,['Bluffing'],['Point to Point Movement']
164201,Okoshki,6.51857,1,['Card Game'],"['Hand Management', 'Set Collection']"
18256,Quartile,6.93548,2,"['Abstract Strategy', 'Math', 'Number']",['Tile Placement']
230146,Obelisk,6.9697,1.6667,"['Abstract Strategy', 'Maze', 'Print & Play']","['Cooperative Game', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Worker Placement']"
13299,1918  Imperial Germany's Last Chance,6.35909,3,"['Wargame', 'World War I']","['Dice Rolling', 'Hexagon Grid', 'Simulation']"
269623,Unicorn Glitterluck  Cloud Stacking,6.47451,1,"['Action / Dexterity', 'Childrens Game', 'Fantasy']","['Cooperative Game', 'Point to Point Movement']"
218489,Clutch Baseball,8.23039,3,"['Collectible Components', 'Sports']","['Dice Rolling', 'Simulation']"
236199,Steven Universe y las Gemas de Cristal,6.96688,2,"['Adventure', 'Card Game', 'Childrens Game', 'Movies / TV / Radio theme']",['Hand Management']
56208,The Lash of the Turk,6.86765,3,"['Renaissance', 'Wargame']","['Dice Rolling', 'Hexagon Grid']"
1873,Babylon 5  The Board Game \u2013 2259 Edition,5.7999,2.8571,"['Card Game', 'Economic', 'Exploration', 'Movies / TV / Radio theme', 'Negotiation', 'Political']","['Modular Board', 'Tile Placement', 'Variable Player Powers', 'Voting']"
190264,Eye Found It  Journey Through Time,6.32812,1.25,"['Childrens Game', 'Educational', 'Memory']","['Memory', 'Roll / Spin and Move']"
1331,Showdown Yahtzee,5.74912,1.2857,['Dice'],['Dice Rolling']
154674,Castle Assault,6.38933,2.7143,"['Card Game', 'Fantasy', 'Medieval', 'Wargame']","['Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement']"
100278,Tripolo,6.61111,1,"['Animals', 'Childrens Game', 'Educational']",['Pattern Recognition']
3954,Baseball Strategy,5.7866,1.7895,"['Dice', 'Math', 'Memory', 'Sports']","['Memory', 'Rock-Paper-Scissors', 'Simulation']"
24109,Monkey Auto Races,7.1061,3.2903,"['Action / Dexterity', 'Racing']","['Action / Dexterity', 'Racing']"
260,Starship Troopers  Prepare For Battle!,5.74467,2.0435,"['Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Modular Board']"
108079,Bibliogamo,6.44778,1.3333,"['Medieval', 'Print & Play', 'Renaissance']","['Area Majority / Influence', 'Hand Management', 'Set Collection', 'Time Track', 'Worker Placement']"
263763,Stworze International Edition,7.87097,3.2,"['Adventure', 'Ancient', 'Fantasy', 'Mythology']","['Area Movement', 'Card Drafting', 'Commodity Speculation', 'Secret Unit Deployment', 'Variable Player Powers', 'Worker Placement']"
159865,Tark Mees Taskus,5.9759,1,"['Card Game', 'Educational', 'Party Game', 'Real-time', 'Trivia']","['Card Game', 'Educational', 'Party Game', 'Real-time', 'Trivia']"
64656,Wampum,5.80009,2.125,['Card Game'],"['Auction/Bidding', 'Hand Management', 'Trading']"
33359,Weilong,5.8684,1.48,"['Dice', 'Mythology', 'Print & Play']","['Dice Rolling', 'Set Collection', 'Variable Player Powers']"
201560,Neverland's Legacy,7.32222,0,"['Adventure', 'Dice', 'Fantasy', 'Novel-based', 'Pirates']","['Area Majority / Influence', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver']"
164091,Reis de Portugal,6.50974,1.2,['Card Game'],"['Hand Management', 'Trick-taking']"
132322,Snug as a Bug in a Rug,6.36905,1,"['Animals', 'Childrens Game', 'Dice']","['Cooperative Game', 'Dice Rolling', 'Pattern Recognition']"
34311,Strategy & Tactics #255  First Battle of Britain,6.67895,2.5,"['Aviation / Flight', 'Wargame', 'World War I']",['Hexagon Grid']
4379,Bug-Eyed Monsters,6.05584,2.1818,"['Science Fiction', 'Wargame']",['Hexagon Grid']
67034,VeloCity,5.7626,2,['Racing'],"['Dice Rolling', 'Roll / Spin and Move']"
158774,Psychological Warfare,6.25212,2.2,['Card Game'],"['Hand Management', 'Variable Player Powers']"
1004,Der Feuersalamander,5.87527,2.2857,"['Deduction', 'Fantasy', 'Memory']","['Dice Rolling', 'Hand Management', 'Memory', 'Roll / Spin and Move']"
24280,Mimic,6.21579,2.4211,"['Abstract Strategy', 'Card Game']","['Card Drafting', 'Enclosure', 'Pattern Building', 'Set Collection']"
282287,Rescue Animals,6.42361,0,"['Animals', 'Dice', 'Environmental', 'Real-time']","['Dice Rolling', 'Set Collection']"
189434,Lab Wars,5.93261,2,"['Educational', 'Party Game', 'Science Fiction']","['Card Drafting', 'Hand Management', 'Rock-Paper-Scissors', 'Simulation']"
25569,Spicy Farkel,6.028,1,"['Dice', 'Math']","['Dice Rolling', 'Paper-and-Pencil']"
166648,Imagidice!,6.37949,1,['Dice'],"['Cooperative Game', 'Dice Rolling', 'Storytelling']"
185246,AGES,7.19444,2.4,"['Ancient', 'Civil War', 'Medieval', 'Napoleonic', 'World War II']",['Deck']
16018,Greek Tragedy,6.29681,2.6,"['Wargame', 'World War II']",['Hexagon Grid']
1753,Im M\u00e4rchenwald,5.78217,1.2,['Childrens Game'],"['Cooperative Game', 'Memory']"
225740,Skull Port,7.37179,2,"['Card Game', 'Dice', 'Pirates']","['Area Majority / Influence', 'Dice Rolling']"
203215,Robit Riddle  Storybook Adventures,6.45525,1,"['Adventure', 'Book', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Role Playing', 'Storytelling']"
155113,Ark of Animals,6.08667,1,"['Animals', 'Childrens Game', 'Humor', 'Real-time', 'Religious']","['Memory', 'Set Collection', 'Tile Placement']"
4413,Star Trek III,6.02961,2.25,"['Adventure', 'Economic', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Adventure', 'Economic', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
190047,Into the Black  Boarding Party,7.32188,3,"['Dice', 'Exploration', 'Pirates', 'Science Fiction']","['Action Queue', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Time Track']"
126213,When Zombies Attack!,6.24815,1,"['Dice', 'Horror', 'Party Game', 'Zombies']","['Dice Rolling', 'Push Your Luck']"
156023,El Cin\u00e9filo,6.58974,2,"['Movies / TV / Radio theme', 'Party Game', 'Trivia']","['Movies / TV / Radio theme', 'Party Game', 'Trivia']"
256391,Queen Bee,9.09722,0,"['Animals', 'Card Game', 'Dice', 'Fighting', 'Miniatures']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Team-Based Game']"
519,Mush,5.84913,1.7143,['Racing'],"['Modular Board', 'Variable Player Powers']"
131346,New York Kings,6.38889,2.3333,['Mafia'],"['Action Points', 'Dice Rolling', 'Pick-up and Deliver']"
179304,Fisticuffs!,6.73333,0,"['Card Game', 'Fighting', 'Humor', 'Party Game']","['Hand Management', 'Player Elimination', 'Take That']"
174218,You're Fired!,6.44737,1.3333,"['Card Game', 'Deduction', 'Humor']","['Hand Management', 'Take That']"
22266,Zig-Zag,5.65731,1.125,"['Action / Dexterity', 'Bluffing', 'Card Game', 'Racing', 'Real-time']",['Set Collection']
7254,The Battle of Shiloh  Grant vs. Johnston,6.35,3.25,"['American Civil War', 'Wargame']","['Dice Rolling', 'Hexagon Grid', 'Simulation']"
227316,Lost in Time,6.45426,2,"['Ancient', 'Card Game', 'Educational', 'Medieval', 'Napoleonic', 'Pike and Shot']","['Card Drafting', 'Cooperative Game', 'Hand Management', 'Pattern Building']"
100015,Zoom Zoom Ka-Boom!!,6.61857,2,['Racing'],['Dice Rolling']
7366,Flix,6.22041,1.25,"['Abstract Strategy', 'Action / Dexterity']","['Abstract Strategy', 'Action / Dexterity']"
116735,Oil War  Iran Strikes,6.54194,2.3333,"['Modern Warfare', 'Wargame']",['Hexagon Grid']
7557,Battlegame Book 1  The Wild West,6.48462,2,"['American Indian Wars', 'Fighting', 'Trains', 'Wargame']","['Auction/Bidding', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Simulation']"
191906,Family Flutter-By,5.88283,1,"['Animals', 'Childrens Game', 'Real-time']",['Pattern Recognition']
32598,Manimals  Dinos 1,6.33205,1,"['Animals', 'Card Game', 'Childrens Game', 'Educational', 'Real-time']",['Card Drafting']
102792,Zero,5.72059,1.25,"['Party Game', 'Trivia']","['Party Game', 'Trivia']"
9915,Denain 1712,6.71081,2.4545,"['Age of Reason', 'Wargame']",['Hexagon Grid']
149112,Kill Shakespeare,5.81184,3.6,['Comic Book / Strip'],"['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Dice Rolling', 'Push Your Luck']"
140179,De Poorters van Nieuwstad,5.81548,2.8824,"['Economic', 'Industry / Manufacturing', 'Medieval']",['Variable Phase Order']
203002,Zampa La Granja,6.46696,1,"['Animals', 'Childrens Game', 'Memory']","['Memory', 'Push Your Luck', 'Set Collection']"
145578,CLUE  The Big Bang Theory,5.8665,2,"['Deduction', 'Murder/Mystery']",['Roll / Spin and Move']
280143,Volcanic Isle,6.47258,3,"['Arcane Wonders', 'Pendragon Game Studio']","['Action Points', 'Map Reduction']"
10634,Napoleon and the Archduke Charles  The Battle of Abensberg,5.97215,2.6667,"['Napoleonic', 'Wargame']","['Dice Rolling', 'Hexagon Grid']"
56410,Activity kompakt,6.09559,1.3333,"['Card Game', 'Party Game']","['Acting', 'Dice Rolling', 'Line Drawing', 'Team-Based Game']"
289018,On a Scale of One to T-Rex,6.85117,1,"['Humor', 'Party Game']",['Acting']
172159,King's Champion,6.7575,3.5556,"['Card Game', 'Dice', 'Fighting', 'Medieval']","['Chit-Pull System', 'Deck', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement']"
158341,Zaginione Dziedzictwo  Wie\u017ca Bia\u0142oz\u0142ota,6.21765,0,"['Bluffing', 'Card Game', 'Deduction']","['Hand Management', 'Memory', 'Player Elimination']"
183839,Flip a Bird,6.01558,1.2,['Card Game'],['Card Game']
180295,Smoke & Mirrors,6.27159,1,['Bluffing'],['Bluffing']
86538,Black Stories 6,5.98203,1,"['Card Game', 'Deduction', 'Horror', 'Humor', 'Murder/Mystery', 'Party Game']",['Storytelling']
199497,Squirmish  The Card Game of Brawling Beasties,6.66184,2,"['Card Game', 'Childrens Game', 'Fighting', 'Humor']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Variable Player Powers']"
183528,Captain Black,6.1875,1.5,"['Adventure', 'Childrens Game', 'Electronic', 'Pirates']","['Cooperative Game', 'Roll / Spin and Move']"
266842,The Walking Dead  Something to Fear,6.74545,0,"['Card Game', 'Comic Book / Strip', 'Zombies']","['Hand Management', 'Player Elimination', 'Set Collection', 'Simultaneous Action Selection', 'Team-Based Game']"
97582,Kwizniac Kidz,6.67426,1.5,['Trivia'],['Trivia']
164428,Ultimate Scheme,6.95857,2.5,"['Humor', 'Spies/Secret Agents']","['Hand Management', 'Variable Player Powers', 'Worker Placement']"
8043,Gear Krieg Wargame,6.63333,2.8,"['Collectible Components', 'Miniatures', 'Wargame', 'World War II']","['Action Points', 'Role Playing']"
166246,Sifaka,6.24255,2.2,"['Animals', 'Card Game']",['Modular Board']
2474,G\u00f6tterd\u00e4mmerung,6.29216,3.125,"['Wargame', 'World War II']",['Hexagon Grid']
3108,Goblin,6.43452,2.8,"['Fantasy', 'Print & Play', 'Wargame']",['Hexagon Grid']
154681,Flizz & Miez,5.97217,1,"['Animals', 'Childrens Game', 'Racing', 'Sports']","['Dice Rolling', 'Point to Point Movement', 'Roll / Spin and Move', 'Tile Placement']"
9853,Champs de Bataille IV  Asie,6.625,2.3636,"['Medieval', 'Wargame']",['Hexagon Grid']
165640,Crop Cycle,6.8,1.1667,"['Card Game', 'Educational', 'Farming']","['Card Drafting', 'Hand Management', 'Take That']"
35354,Dry Gulch Junction,6.125,2.2222,"['American West', 'Card Game', 'City Building']","['Hand Management', 'Modular Board']"
17967,Origins of World War I,6.71429,2.4286,"['Political', 'Print & Play', 'Wargame', 'World War I']","['Auction/Bidding', 'Variable Player Powers']"
17958,Aargh!,6.06146,1,"['Childrens Game', 'Memory', 'Pirates']",['Memory']
33801,UNO  The Simpsons \u2013 Special Edition Card Game,5.80972,1.1818,"['Card Game', 'Movies / TV / Radio theme']",['Hand Management']
147136,Elemental Blast  Gold Edition,6.0181,1.1667,"['Card Game', 'Fantasy', 'Party Game']","['Hand Management', 'Set Collection', 'Take That']"
134618,Zen Garden,5.71061,1.7778,['Puzzle'],['Tile Placement']
137179,Deck of Thieves,5.93415,2.125,"['Card Game', 'Print & Play']",['Hand Management']
283699,Towers of Am'harb,6.575,0,"['Abstract Strategy', 'Fantasy', 'Mythology']","['Area Majority / Influence', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Variable Player Powers']"
142158,Plucky Pilots,6.08638,1.1818,['Childrens Game'],"['Dice Rolling', 'Push Your Luck']"
7799,Bloodiest Day  The Battle of Antietam September 17,6.61471,2.75,"['American Civil War', 'Wargame']","['Area Movement', 'Area-Impulse', 'Dice Rolling', 'Simulation']"
171889,Sawanna,6.11132,2,"['Animals', 'Dice', 'Racing']","['Dice Rolling', 'Push Your Luck']"
1341,Crib Wars,5.93133,1.5,['Card Game'],['Card Game']
168457,HexAgony,6.25328,2,['Abstract Strategy'],"['Hand Management', 'Pattern Building', 'Pick-up and Deliver', 'Tile Placement']"
34692,Dino Detektive,6.19574,1.75,"['Adventure', 'Childrens Game', 'Educational', 'Exploration', 'Prehistoric']",['Set Collection']
10780,The Powerpuff Girls  Mojo Jojo Attacks Townsville Game,6.25814,1,"['Action / Dexterity', 'Card Game', 'Childrens Game', 'Dice', 'Movies / TV / Radio theme']","['Campaign / Battle Card Driven', 'Point to Point Movement']"
136415,Alles K\u00e4se!,5.81932,1.1111,"['Animals', 'Bluffing', 'Card Game', 'Childrens Game']","['Dice Rolling', 'Memory', 'Push Your Luck']"
171912,Cluedo Shuffle,6.19577,2,"['Card Game', 'Deduction', 'Murder/Mystery']","['Card Game', 'Deduction', 'Murder/Mystery']"
28050,Pixel,6.20208,1.25,['Abstract Strategy'],['Pattern Building']
29146,Okey,6.35319,1.5,"['(Public Domain)', '(Self-Published)']",['Set Collection']
8728,Ultra Marines,6.12769,1.7273,"['Maze', 'Miniatures', 'Science Fiction']","['Dice Rolling', 'Modular Board', 'Roll / Spin and Move']"
230130,Forsaken Forest,6.90384,3,"['Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Horror', 'Mafia']","['Hand Management', 'Player Elimination', 'Take That', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']"
91653,Zicke Zacke,6.04697,1.1111,"['Animals', 'Card Game', 'Childrens Game', 'Memory']","['Memory', 'Pattern Recognition']"
4780,Der Herr der Ringe  Die Zwei T\u00fcrme \u2013 das Kartenspiel,5.70833,1.8889,"['Card Game', 'Fantasy', 'Novel-based']","['Card Game', 'Fantasy', 'Novel-based']"
6507,Major Campaigns of General Douglas MacArthur,6.15714,2.2,"['Korean War', 'Wargame', 'World War II']","['Action Points', 'Dice Rolling', 'Point to Point Movement', 'Simulation']"
159041,Vikings on the Volga,6.63548,2.5,"['Economic', 'Medieval']","['Modular Board', 'Pick-up and Deliver', 'Trading']"
10266,Armati,6.69,2.8333,"['Ancient', 'Medieval', 'Miniatures', 'Renaissance', 'Wargame']",['Area-Impulse']
111097,Villains and Vigilantes Card Game,6.65682,3.2,"['Card Game', 'Comic Book / Strip']","['Action Points', 'Hand Management', 'Variable Player Powers']"
5343,Hang on Harvey!,6.232,1.2,"['Action / Dexterity', 'Childrens Game', 'Deduction']","['Enclosure', 'Hand Management', 'Simultaneous Action Selection']"
219502,Templars' Journey,6.15493,2.75,"['Bluffing', 'Medieval']","['Area Majority / Influence', 'Simultaneous Action Selection', 'Take That', 'Worker Placement']"
180,Pool Position,5.77874,1.7273,"['Abstract Strategy', 'Card Game']","['Simultaneous Action Selection', 'Tile Placement']"
116194,D\u00e9clic!? Family,6.37297,1,"['Action / Dexterity', 'Card Game', 'Humor', 'Party Game']","['Acting', 'Hand Management']"
59309,Orchard  Memo Game,6.42895,1,"['Childrens Game', 'Memory']","['Cooperative Game', 'Dice Rolling', 'Memory']"
147616,Virgin Seas,6.46622,2,"['Abstract Strategy', 'Deduction', 'Nautical', 'Pirates']","['Area Majority / Influence', 'Tile Placement']"
69347,Barca,6.72809,2.2,['Abstract Strategy'],['Grid Movement']
195158,Project Z  The Zombie Miniatures Game,7.28889,2,"['Horror', 'Miniatures', 'Wargame', 'Zombies']","['Action Points', 'Dice Rolling', 'Variable Player Powers']"
36790,Pickpocket,5.92439,1.625,"['Bluffing', 'Card Game']","['Card Drafting', 'Push Your Luck']"
160871,Scotland Rising,6.53474,2,['Wargame'],"['Action Points', 'Dice Rolling', 'Hexagon Grid']"
66197,Spiel mit Lukas  Dribbel-Fieber,6.33684,1.5,['Sports'],"['Card Drafting', 'Hand Management']"
37103,Spangles,6.3671,2.6667,['Abstract Strategy'],"['Pattern Building', 'Tile Placement']"
