objectid,name,average,avgweight,boardgamecategory,boardgamemechanic
174430,Gloomhaven,8.85292,3.8078,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Grid Movement', 'Hand Management', 'Legacy Game', 'Modular Board']"
161936,Pandemic Legacy  Season 1,8.62499,2.8301,"['Environmental', 'Medical']","['Action Points', 'Cooperative Game', 'Hand Management', 'Legacy Game', 'Point to Point Movement', 'Set Collection']"
167791,Terraforming Mars,8.42299,3.2313,"['Economic', 'Environmental', 'Industry / Manufacturing', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Card Drafting', 'End Game Bonuses', 'Hand Management', 'Income', 'Set Collection', 'Take That']"
182028,Through the Ages  A New Story of Civilization,8.49419,4.385,"['Card Game', 'Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Card Drafting', 'Income']"
224517,Brass  Birmingham,8.62031,3.9122,"['Economic', 'Industry / Manufacturing', 'Transportation']","['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Tech Trees / Tech Tracks']"
233078,Twilight Imperium (Fourth Edition),8.68965,4.1966,"['Civilization', 'Economic', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration']","['Action Drafting', 'Area Majority / Influence', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Grid Movement']"
12333,Twilight Struggle,8.31307,3.5724,"['Modern Warfare', 'Political', 'Wargame']","['Action/Event', 'Advantage Token', 'Area Majority / Influence', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management']"
187645,Star Wars  Rebellion,8.42602,3.6939,"['Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Team-Based Game', 'Variable Player Powers']"
220308,Gaia Project,8.50686,4.3131,"['Civilization', 'Economic', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Area Majority / Influence', 'Income', 'Modular Board', 'Network and Route Building', 'Turn Order: Pass Order', 'Variable Player Powers']"
169786,Scythe,8.26056,3.381,"['Economic', 'Fighting', 'Science Fiction', 'Territory Building']","['Area Majority / Influence', 'Force Commitment', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Moving Multiple Units']"
193738,Great Western Trail,8.28272,3.6929,"['American West', 'Animals']","['Deck', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Variable Setup']"
115746,War of the Ring (Second Edition),8.44938,4.0746,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based', 'Territory Building']","['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Dice Rolling']"
162886,Spirit Island,8.32434,3.9388,"['Age of Reason', 'Environmental', 'Fantasy', 'Fighting', 'Mythology', 'Territory Building']","['Area Majority / Influence', 'Cooperative Game', 'Hand Management', 'Modular Board', 'Set Collection', 'Simultaneous Action Selection']"
120677,Terra Mystica,8.17255,3.9518,"['Civilization', 'Economic', 'Fantasy', 'Territory Building']","['End Game Bonuses', 'Income', 'Increase Value of Unchosen Resources', 'Network and Route Building', 'Turn Order: Pass Order', 'Variable Player Powers']"
84876,The Castles of Burgundy,8.12741,3.0014,"['Dice', 'Medieval', 'Territory Building']","['Dice Rolling', 'Hexagon Grid', 'Set Collection', 'Tile Placement', 'Turn Order: Stat-Based']"
173346,7 Wonders Duel,8.10825,2.2202,"['Ancient', 'Card Game', 'City Building', 'Civilization']","['Card Drafting', 'Drafting', 'Set Collection', 'Sudden Death Ending', 'Tug of War']"
180263,The 7th Continent,8.36074,2.8606,"['Adventure', 'Card Game', 'Exploration', 'Science Fiction']","['Cooperative Game', 'Grid Movement', 'Hand Management', 'Map Addition', 'Modular Board', 'Scenario / Mission / Campaign Game']"
124361,Concordia,8.11021,3.0568,"['Ancient', 'Economic', 'Nautical']","['Action Retrieval', 'Advantage Token', 'Card Drafting', 'Command Cards', 'Deck', 'Point to Point Movement']"
28720,Brass  Lancashire,8.14857,3.8637,"['Economic', 'Industry / Manufacturing', 'Transportation']","['Hand Management', 'Income', 'Loans', 'Network and Route Building']"
183394,Viticulture Essential Edition,8.1167,2.9369,"['Economic', 'Farming']","['Contracts', 'Hand Management', 'Turn Order: Auction', 'Worker Placement', 'Worker Placement']"
205637,Arkham Horror  The Card Game,8.19296,3.3387,"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Horror', 'Novel-based']","['Action Points', 'Cooperative Game', 'Hand Management', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']"
3076,Puerto Rico,8.02082,3.285,"['City Building', 'Economic', 'Farming']","['Action Drafting', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Turn Order: Progressive']"
177736,A Feast for Odin,8.18223,3.8462,"['Economic', 'Industry / Manufacturing', 'Medieval', 'Puzzle']","['Automatic Resource Growth', 'Dice Rolling', 'Income', 'Push Your Luck', 'Tile Placement', 'Turn Order: Pass Order']"
96848,Mage Knight Board Game,8.10013,4.2849,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Card Drafting', 'Cooperative Game', 'Deck', 'Dice Rolling', 'Grid Movement', 'Hand Management']"
164928,Orl\u00eans,8.08174,3.0637,"['Medieval', 'Religious', 'Travel']","['Deck', 'Point to Point Movement', 'Turn Order: Progressive', 'Worker Placement']"
102794,Caverna  The Cave Farmers,8.0456,3.7852,"['Animals', 'Economic', 'Fantasy', 'Farming']","['Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Tile Placement', 'Worker Placement']"
266192,Wingspan,8.10343,2.3693,"['Animals', 'Card Game', 'Economic', 'Educational']","['Card Drafting', 'Dice Rolling', 'Drafting', 'Hand Management', 'Set Collection', 'Solo / Solitaire Game']"
175914,Food Chain Magnate,8.17751,4.1971,"['Economic', 'Industry / Manufacturing']","['Card Drafting', 'Deck', 'Income', 'Market', 'Modular Board', 'Network and Route Building']"
31260,Agricola,7.97387,3.6372,"['Animals', 'Economic', 'Farming']","['Action Drafting', 'Automatic Resource Growth', 'Card Drafting', 'Enclosure', 'Hand Management', 'Increase Value of Unchosen Resources']"
205059,Mansions of Madness  Second Edition,8.11713,2.6719,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Role Playing']"
170216,Blood Rage,8.0064,2.8692,"['Fantasy', 'Fighting', 'Miniatures', 'Mythology']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Hand Management', 'Memory']"
55690,Kingdom Death  Monster,8.73827,4.2169,"['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']"
221107,Pandemic Legacy  Season 2,8.19898,3.268,"['Environmental', 'Exploration', 'Medical']","['Cooperative Game', 'Hand Management', 'Legacy Game', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection']"
2651,Power Grid (Recharged Version),7.87953,3.2749,"['Economic', 'Industry / Manufacturing']","['Auction: Turn Order Until Pass', 'Catch the Leader', 'Market', 'Network and Route Building', 'Turn Order: Stat-Based']"
209010,Mechs vs. Minions,8.0927,2.413,"['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Action Queue', 'Card Drafting', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing']"
25613,Through the Ages  A Story of Civilization,7.97122,4.1702,"['Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Card Drafting', 'Hand Management']"
164153,Star Wars  Imperial Assault,8.04603,3.2979,"['Adventure', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']"
126163,Tzolk'in  The Mayan Calendar,7.91679,3.6552,"['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']","['End Game Bonuses', 'Turn Order: Claim Action', 'Worker Placement']"
237182,Root,8.06087,3.5806,"['Animals', 'Fantasy', 'Wargame']","['Action Queue', 'Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management']"
72125,Eclipse,7.92324,3.6915,"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Player Elimination']"
230802,Azul,7.87079,1.7875,"['Abstract Strategy', 'Renaissance']","['Card Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement']"
35677,Le Havre,7.8798,3.7497,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Worker Placement']"
167355,Nemesis,8.49814,3.3077,"['Adventure', 'Horror', 'Miniatures', 'Science Fiction']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hidden Roles', 'Modular Board', 'Player Elimination']"
216132,Clans of Caledonia,8.03026,3.4317,"['Economic', 'Farming']","['Commodity Speculation', 'Contracts', 'Market', 'Modular Board', 'Network and Route Building', 'Variable Player Powers']"
171623,The Voyages of Marco Polo,7.92532,3.1955,"['Dice', 'Economic', 'Medieval', 'Travel']","['Contracts', 'Dice Rolling', 'Income', 'Point to Point Movement', 'Set Collection', 'Variable Player Powers']"
121921,Robinson Crusoe  Adventures on the Cursed Island,7.88173,3.762,"['Adventure', 'Exploration', 'Fighting', 'Novel-based']","['Action Queue', 'Cooperative Game', 'Dice Rolling', 'Hexagon Grid', 'Solo / Solitaire Game', 'Tile Placement']"
124742,Android  Netrunner,7.88273,3.38,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Action Points', 'Hand Management', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']"
185343,Anachrony Essential Edition,8.09659,3.9711,"['Economic', 'Science Fiction']","['Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement', 'Worker Placement']"
68448,7 Wonders,7.77014,2.3367,"['Ancient', 'Card Game', 'City Building', 'Civilization']","['Card Drafting', 'Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']"
28143,Race for the Galaxy,7.7628,2.9756,"['Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']","['Hand Management', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers']"
122515,Keyflower,7.83658,3.3422,"['City Building', 'Economic', 'Nautical', 'Renaissance', 'Territory Building', 'Transportation']","['Auction/Bidding', 'End Game Bonuses', 'Memory', 'Modular Board', 'Network and Route Building', 'Ownership']"
62219,Dominant Species,7.84917,4.0394,"['Animals', 'Environmental', 'Prehistoric']","['Area Majority / Influence', 'Card Drafting', 'Grid Movement', 'Hexagon Grid', 'Modular Board', 'Take That']"
159675,Fields of Arle,8.10495,3.893,"['Economic', 'Farming', 'Industry / Manufacturing']","['Automatic Resource Growth', 'Worker Placement']"
18602,Caylus Premium Limited Edition,7.79875,3.8095,"['City Building', 'Economic', 'Medieval']","['Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Setup', 'Worker Placement']"
110327,Lords of Waterdeep,7.76062,2.4762,"['City Building', 'Fantasy']","['Card Drafting', 'Contracts', 'Increase Value of Unchosen Resources', 'Ownership', 'Set Collection', 'Take That']"
157354,Five Tribes  The Djinns of Naqala,7.77088,2.8544,"['Animals', 'Arabian', 'Fantasy', 'Mythology']","['Auction/Bidding', 'End Game Bonuses', 'Hidden Victory Points', 'Mancala', 'Modular Board', 'Set Collection']"
125153,The Gallerist,8.01962,4.2812,['Economic'],"['Commodity Speculation', 'Investment', 'Set Collection', 'Worker Placement']"
201808,Clank!  A Deck-Building Adventure,7.80783,2.203,"['Adventure', 'Fantasy']","['Card Drafting', 'Deck', 'Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement']"
12493,Twilight Imperium (Third Edition),7.85887,4.2483,"['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']","['Action Points', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Hexagon Grid', 'Increase Value of Unchosen Resources']"
93,El Grande,7.76578,3.0638,"['Medieval', 'Renaissance']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory']"
205896,Rising Sun,7.93891,3.2761,"['Bluffing', 'Fantasy', 'Miniatures', 'Mythology', 'Negotiation', 'Wargame']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Set Collection', 'Simultaneous Action Selection', 'Take That']"
146021,Eldritch Horror,7.83617,3.3109,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based', 'Travel']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game']"
172386,Mombasa,7.91504,3.9094,['Economic'],"['Action Queue', 'Area Majority / Influence', 'Card Drafting', 'Deck', 'Hand Management', 'Investment']"
40834,Dominion  Intrigue,7.73324,2.432,"['Card Game', 'Medieval']","['Card Drafting', 'Deck', 'Hand Management']"
37111,Battlestar Galactica  The Board Game,7.74,3.2358,"['Bluffing', 'Deduction', 'Movies / TV / Radio theme', 'Political', 'Science Fiction', 'Space Exploration']","['Area Movement', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Once-Per-Game Abilities', 'Role Playing']"
178900,Codenames XXL,7.66889,1.3078,"['Card Game', 'Deduction', 'Party Game', 'Spies/Secret Agents', 'Word Game']","['Communication Limits', 'Memory', 'Push Your Luck', 'Team-Based Game']"
161533,Lisboa,8.17991,4.5358,"['City Building', 'Economic', 'Political']","['Area Majority / Influence', 'Card Drafting', 'Hand Management', 'Tile Placement']"
163412,Patchwork,7.68609,1.668,"['Abstract Strategy', 'Puzzle']","['Card Drafting', 'Grid Coverage', 'Square Grid', 'Tile Placement', 'Time Track']"
73439,Troyes,7.76486,3.4537,"['Dice', 'Economic', 'Medieval']","['Area Majority / Influence', 'Dice Rolling', 'Turn Order: Progressive', 'Worker Placement', 'Worker Placement with Dice Workers', 'Worker Placement']"
229853,Teotihuacan  City of Gods,7.96554,3.7113,['Ancient'],"['Area Movement', 'Point to Point Movement', 'Rondel', 'Set Collection', 'Tile Placement', 'Variable Player Powers']"
521,\u52a0\u62ff\u5927\u68cb,7.83304,1.2641,['Action / Dexterity'],"['Flicking', 'Team-Based Game']"
199792,Everdell,8.00886,2.8153,"['Animals', 'Card Game', 'City Building', 'Fantasy']","['Drafting', 'End Game Bonuses', 'Worker Placement']"
192135,Too Many Bones,8.48024,3.8254,"['Adventure', 'Dice', 'Fantasy']","['Cooperative Game', 'Deck', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Resource to Move']"
144733,Russian Railroads,7.78561,3.4177,"['Industry / Manufacturing', 'Trains']","['End Game Bonuses', 'Worker Placement']"
132531,Roll for the Galaxy,7.7039,2.7725,"['Civilization', 'Dice', 'Economic', 'Science Fiction', 'Space Exploration']","['Deck', 'Dice Rolling', 'Simultaneous Action Selection', 'Variable Phase Order', 'Variable Player Powers']"
191189,Aeon's End,8.03978,2.7874,"['Card Game', 'Fantasy', 'Fighting', 'Science Fiction']","['Card Drafting', 'Cooperative Game', 'Deck', 'Hand Management', 'Solo / Solitaire Game', 'Variable Phase Order']"
2511,Sherlock Holmes Consulting Detective  The Thames Murders & Other Cases,7.7741,2.7013,"['Deduction', 'Murder/Mystery', 'Novel-based', 'Post-Napoleonic', 'Spies/Secret Agents']","['Cooperative Game', 'Solo / Solitaire Game', 'Storytelling']"
42,Tigris & Euphrates,7.70272,3.5162,"['Ancient', 'Civilization', 'Territory Building']","['Area Majority / Influence', 'Hand Management', 'Highest-Lowest Scoring', 'Set Collection', 'Tile Placement']"
102680,Trajan,7.77469,3.6431,"['Ancient', 'Political']","['Area Movement', 'Card Drafting', 'Hand Management', 'Mancala', 'Rondel', 'Set Collection']"
236457,Architects of the West Kingdom,7.86296,2.7591,"['City Building', 'Medieval']","['Drafting', 'Variable Player Powers', 'Worker Placement']"
200680,Agricola (Revised Edition),8.06574,3.4818,"['Animals', 'Economic', 'Farming']","['Card Drafting', 'Enclosure', 'Hand Management', 'Worker Placement', 'Solo / Solitaire Game', 'Team-Based Game']"
36218,Dominion,7.63451,2.3606,"['Card Game', 'Medieval']","['Deck', 'Delayed Purchase', 'Hand Management', 'Take That', 'Variable Setup']"
30549,Pandemic,7.62214,2.419,['Medical'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game']"
247763,Underwater Cities,8.09731,3.5591,"['Card Game', 'City Building', 'Civilization', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']","['End Game Bonuses', 'Income', 'Network and Route Building', 'Turn Order: Stat-Based', 'Worker Placement']"
170042,Raiders of the North Sea,7.80512,2.5222,"['Medieval', 'Nautical']","['Dice Rolling', 'Hand Management', 'Set Collection', 'Worker Placement', 'Worker Placement']"
198928,Pandemic  Iberia,7.95053,2.5929,['Medical'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Point to Point Movement', 'Set Collection', 'Solo / Solitaire Game']"
103885,Star Wars  X-Wing Miniatures Game,7.72744,2.4812,"['Aviation / Flight', 'Bluffing', 'Collectible Components', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction']","['Action Queue', 'Critical Hits and Failures', 'Dice Rolling', 'Movement Template', 'Player Elimination', 'Simultaneous Action Selection']"
127023,Kemet,7.73405,2.995,"['Ancient', 'Fighting', 'Miniatures', 'Mythology']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Hand Management']"
146508,T.I.M.E Stories,7.67362,2.6065,"['Adventure', 'Mature / Adult', 'Puzzle', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Storytelling', 'Variable Player Powers']"
196340,Yokohama,7.88892,3.3117,['Economic'],"['Contracts', 'End Game Bonuses', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Set Collection']"
150376,Dead of Winter  A Crossroads Game,7.634,3.0059,"['Bluffing', 'Deduction', 'Horror', 'Zombies']","['Action Points', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Narrative Choice / Paragraph']"
182874,Grand Austria Hotel,7.78966,3.2274,['Economic'],"['Action Drafting', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Once-Per-Game Abilities']"
34635,Stone Age,7.58793,2.4858,"['Dice', 'Prehistoric']","['Dice Rolling', 'Set Collection', 'Turn Order: Progressive', 'Worker Placement']"
175155,Forbidden Stars,7.96296,3.8091,"['Bluffing', 'Fighting', 'Miniatures', 'Science Fiction', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Order Counters', 'Variable Player Powers']"
172287,Champions of Midgard,7.78284,2.5984,"['Adventure', 'Dice', 'Fantasy', 'Fighting', 'Medieval', 'Mythology']","['Card Drafting', 'Dice Rolling', 'Set Collection', 'Variable Player Powers', 'Worker Placement with Dice Workers']"
104162,Descent  Journeys in the Dark (Second Edition),7.71381,3.2016,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Line of Sight', 'Modular Board']"
161970,Alchemists,7.69133,3.8768,"['Deduction', 'Fantasy']","['Card Drafting', 'Constrained Bidding', 'End Game Bonuses', 'Events', 'Hand Management', 'Turn Order: Progressive']"
203993,Lorenzo il Magnifico,7.8858,3.2977,['Renaissance'],"['Card Drafting', 'Dice Rolling', 'Variable Player Powers', 'Worker Placement']"
147020,Star Realms,7.60028,1.9503,"['Card Game', 'Fighting', 'Science Fiction']","['Card Drafting', 'Deck', 'Hand Management', 'Take That']"
146652,Legendary Encounters  An Alien Deck Building Game,7.78246,2.7051,"['Card Game', 'Fighting', 'Horror', 'Movies / TV / Radio theme', 'Science Fiction']","['Card Drafting', 'Cooperative Game', 'Deck', 'Player Elimination', 'Solo / Solitaire Game', 'Team-Based Game']"
9609,War of the Ring,7.77255,3.8417,"['Adventure', 'Fantasy', 'Miniatures', 'Novel-based', 'Territory Building', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management']"
244521,The Quacks of Quedlinburg,7.75405,1.9819,['Medieval'],"['Catch the Leader', 'Deck', 'Dice Rolling', 'Push Your Luck']"
148949,Istanbul,7.59753,2.595,['Economic'],"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Race']"
155821,Inis,7.79062,2.8782,"['Card Game', 'Miniatures', 'Mythology']","['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Hand Management', 'Modular Board']"
103343,A Game of Thrones  The Board Game (Second Edition),7.63935,3.7086,"['Bluffing', 'Fantasy', 'Negotiation', 'Novel-based', 'Political', 'Wargame']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Hand Management', 'Order Counters', 'Player Elimination']"
155426,Castles of Mad King Ludwig,7.59941,2.6562,"['Post-Napoleonic', 'Puzzle']","['Auction/Bidding', 'Card Drafting', 'End Game Bonuses', 'Pattern Building', 'Set Collection', 'Tile Placement']"
128882,The Resistance  Avalon,7.60662,1.7775,"['Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Medieval', 'Negotiation']","['Hidden Roles', 'Memory', 'Roles with Asymmetric Information', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game']"
14996,Ticket to Ride  Europe,7.55324,1.9486,['Trains'],"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Push Your Luck', 'Set Collection']"
233371,Clank! In! Space!,7.88039,2.5,['Science Fiction'],"['Card Drafting', 'Deck', 'Modular Board', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck']"
43111,Chaos in the Old World,7.67164,3.1823,"['Fantasy', 'Fighting', 'Horror', 'Mythology', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Role Playing']"
225694,Decrypto,7.80921,1.813,"['Deduction', 'Party Game', 'Word Game']","['Communication Limits', 'Targeted Clues', 'Team-Based Game']"
17133,Railways of the World,7.68907,3.024,"['Trains', 'Transportation', 'Video Game Theme']","['Action Points', 'Auction/Bidding', 'Card Drafting', 'Network and Route Building', 'Pick-up and Deliver', 'Tile Placement']"
239188,Chronicles of Crime,7.91598,2.1022,"['Adventure', 'Deduction', 'Murder/Mystery']","['Cooperative Game', 'Scenario / Mission / Campaign Game', 'Storytelling', 'Variable Player Powers']"
70149,Ora et Labora,7.70562,3.9043,"['City Building', 'Economic', 'Industry / Manufacturing', 'Medieval', 'Religious', 'Territory Building']","['Increase Value of Unchosen Resources', 'Modular Board', 'Network and Route Building', 'Worker Placement', 'Worker Placement']"
14105,Commands and Colors  Ancients,7.77981,2.6961,"['Ancient', 'Wargame']","['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board']"
221194,Dinosaur Island,7.79778,2.9841,"['Economic', 'Science Fiction']","['Action Points', 'Dice Rolling', 'Set Collection', 'Tile Placement', 'Worker Placement']"
233398,Endeavor  Age of Sail,8.08502,2.8015,"['Exploration', 'Nautical', 'Renaissance']","['Area Majority / Influence', 'Card Drafting', 'Set Collection']"
123260,Suburbia,7.54926,2.7721,"['City Building', 'Economic']","['Card Drafting', 'Hexagon Grid', 'Set Collection', 'Tile Placement']"
77423,The Lord of the Rings  The Card Game,7.63572,3.1583,"['Adventure', 'Card Game', 'Fantasy', 'Novel-based']","['Cooperative Game', 'Hand Management', 'Solo / Solitaire Game', 'Variable Player Powers']"
194655,Santorini,7.57212,1.7361,"['Abstract Strategy', 'Ancient', 'Mythology']","['Square Grid', 'Three Dimensional Movement', 'Variable Player Powers']"
54043,Jaipur,7.51641,1.5049,"['Animals', 'Card Game']","['Card Drafting', 'Hand Management', 'Score-and-Reset Game', 'Set Collection']"
43015,Hansa Teutonica,7.64391,3.125,['Medieval'],"['Action Points', 'Area Majority / Influence', 'End Game Bonuses', 'Network and Route Building', 'Ownership', 'Tech Trees / Tech Tracks']"
126042,Nations,7.66073,3.5345,"['Card Game', 'Civilization', 'Economic']","['Automatic Resource Growth', 'Card Drafting', 'Events', 'Turn Order: Pass Order', 'Variable Player Powers', 'Worker Placement']"
4098,Age of Steam  Deluxe Edition,7.72871,3.9198,"['Economic', 'Trains', 'Transportation']","['Auction/Bidding', 'Catch the Leader', 'Dice Rolling', 'Loans', 'Network and Route Building', 'Player Elimination']"
175640,Vinhos Deluxe Edition,8.22361,4.0722,"['Economic', 'Industry / Manufacturing']","['Area Majority / Influence', 'Variable Phase Order', 'Worker Placement']"
10630,Memoir '44,7.55646,2.2752,"['Miniatures', 'Wargame', 'World War II']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Grid Movement', 'Hand Management']"
91,Paths of Glory,8.04126,3.827,"['Wargame', 'World War I']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']"
233867,\u6b61\u8fce\u4f86\u5230,7.65254,1.8333,['City Building'],"['Paper-and-Pencil', 'Pattern Building']"
224037,Codenames  Duet,7.64928,1.3353,"['Card Game', 'Deduction', 'Spies/Secret Agents', 'Word Game']","['Communication Limits', 'Cooperative Game', 'Push Your Luck', 'Team-Based Game']"
39463,Cosmic Encounter  42nd Anniversary Edition,7.54488,2.5715,"['Bluffing', 'Negotiation', 'Science Fiction', 'Space Exploration']","['Alliances', 'Auction/Bidding', 'Hand Management', 'Negotiation', 'Race', 'Simultaneous Action Selection']"
171131,Captain Sonar,7.60333,2.126,"['Deduction', 'Fighting', 'Nautical', 'Real-time']","['Grid Movement', 'Hidden Movement', 'Line Drawing', 'Real-Time', 'Role Playing', 'Secret Unit Deployment']"
155068,Arcadia Quest,7.77327,2.5316,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures']","['Dice Rolling', 'Grid Movement', 'Modular Board', 'Take That', 'Variable Player Powers']"
21050,Combat Commander  Europe,7.92614,3.2318,"['Wargame', 'World War II']","['Campaign / Battle Card Driven', 'Hexagon Grid', 'Simulation', 'Variable Phase Order']"
195421,Near and Far,7.86953,2.8279,"['Adventure', 'Exploration']","['Card Drafting', 'Dice Rolling', 'Narrative Choice / Paragraph', 'Network and Route Building', 'Set Collection', 'Storytelling']"
163068,Trickerion  Legends of Illusion,7.87665,4.17,"['2015 Cardboard Republic Tactician Laurel Nominee', '2015 Golden Geek Best Board Game Artwork/Presentation Nominee', '2016 Jogo do Ano Nominee']","['Action Points', 'Action Queue', 'Catch the Leader', 'Simultaneous Action Selection', 'Tile Placement', 'Turn Order: Stat-Based']"
104006,Village,7.53635,3.0739,"['Farming', 'Medieval']","['Action Drafting', 'Contracts', 'Set Collection', 'Worker Placement', 'Worker Placement']"
118048,Targi,7.62305,2.3503,['Card Game'],"['Modular Board', 'Set Collection', 'Turn Order: Progressive', 'Worker Placement']"
269385,The Lord of the Rings  Journeys in Middle-earth,8.14029,2.4765,"['Adventure', 'Fantasy', 'Fighting', 'Novel-based']","['Cooperative Game', 'Deck', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']"
